"Name","House","Gender","Culture","Title","Age","Is Noble?","Dead Relatives?","Is Dead?"
"Saera Targaryen","House Targaryen","male","valyrian","princess",100,"yes","no",1
"Sallei Paege","House Paege","female","","",NA,"no","no",0
"Sandor Frey","House Frey","female","","",18,"no","no",0
"Sarya Whent","House Whent","female","","lady",NA,"yes","no",0
"Sarra Frey","House Frey","female","","",20,"no","no",0
"Sawane Botley","House Botley","male","ironborn","lordsport",NA,"yes","no",1
"Scolera","Faith of the Seven","female","","septa",NA,"no","no",0
"Sebaston Farman","House Farman","male","westerman","fair isle",NA,"yes","no",0
"Selwyn Tarth","House Tarth","male","","",60,"no","no",0
"Selmond Stackspear","House Stackspear","female","","lord",NA,"yes","no",0
"Serala","House Darklyn","female","myrish","duskendale",NA,"yes","no",0
"Serwyn of the Mirror Shield","Kingsguard","male","","ser",NA,"yes","no",0
"Serra Frey","House Frey","female","","",20,"no","no",0
"Shella Whent","House Whent","female","rivermen","harrenhal",NA,"yes","yes",1
"Shierle Swyft","House Swyft","female","","",NA,"no","no",0
"Shiera Crakehall","House Crakehall","female","","",NA,"no","no",0
"Shirei Frey","House Frey","female","","",13,"no","no",0
"Simon Staunton","House Staunton","male","","ser",NA,"yes","no",0
"Sigfryd Harlaw","House Harlaw of Harlaw Hall","male","ironborn","master of harlaw hall",NA,"yes","no",0
"Lord Staunton","House Staunton","male","","rook's rest",NA,"yes","no",1
"Stannis Seaworth","House Seaworth","male","","",16,"no","no",0
"Steffon Seaworth","House Seaworth","male","","",12,"no","no",0
"Steffon Frey","House Frey","female","","",42,"no","no",0
"Steffon Swyft","House Swyft","male","","ser",NA,"yes","no",0
"Steffon Darklyn","House Darklyn","female","","ser",NA,"yes","no",1
"Steffon Stackspear","House Stackspear","female","","ser",NA,"yes","no",0
"Sumner Crakehall","House Crakehall","male","","crakehall",NA,"yes","no",0
"Sylas Flatnose","","male","ironborn","king of the iron islands",NA,"yes","no",0
"Sybell Spicer","House Spicer","female","","crag",NA,"yes","no",0
"Symon Santagar","House Santagar","male","","ser",NA,"yes","no",0
"Sybelle Glover","House Locke","female","northmen","deepwood motte",NA,"yes","no",0
"Sylwa Paege","House Paege","female","","",NA,"no","no",0
"Symon Hollard","House Hollard","male","","ser",NA,"yes","no",0
"Symond Templeton","House Templeton","female","","ser",NA,"yes","no",0
"Symond Frey","House Frey","male","","",48,"no","no",1
"Tallad","House Baratheon of King's Landing","male","","ser",NA,"yes","no",0
"Tanton Fossoway","House Fossoway of Cider Hall","female","","ser",NA,"yes","no",0
"Ternesio Terys","","male","braavosi","captain",NA,"yes","no",0
"Terrence Kenning","House Kenning of Kayce","female","","kayce",NA,"yes","no",0
"Theodan Wells","House Wells","female","northmen","ser",NA,"yes","no",0
"Terrence Toyne","House Toyne","male","","ser",NA,"yes","no",1
"Theodore Tyrell","House Tyrell","male","","ser",NA,"yes","no",0
"Theomar Smallwood","House Smallwood","male","","acorn hall",NA,"yes","no",0
"Theomore Harlaw","House Harlaw","male","","lord of the ten towerslord harlaw of harlawharlaw of harlaw",NA,"yes","no",0
"Tim Tangletongue","Night's Watch","female","","",NA,"no","no",0
"Three-Tooth","House Harlaw","female","ironborn","ten towers",NA,"yes","no",0
"Titus Peake","House Peake","male","","starpike",NA,"yes","no",0
"Tion Frey","","male","","",20,"no","no",1
"Todder","Night's Watch","male","","",NA,"no","no",0
"Tomard","House Stark","male","northmen","",49,"no","no",1
"Tommen Costayne","House Costayne","female","","three towers",NA,"yes","no",0
"Torbert","Faith of the Seven","male","","septon",NA,"no","no",0
"Torren Liddle","House Liddle","female","northern mountain clans","the liddlelord liddle",NA,"yes","no",0
"Torwynd","","male","free folk","",NA,"no","no",1
"Trebor Jordayne","House Jordayne","female","","lord of the tor",NA,"yes","no",0
"Tremond Gargalen","House Gargalen","female","dornish","salt shore",NA,"yes","no",0
"Tristan Mudd","House Mudd","male","","lord commander of the night's watch",NA,"yes","no",0
"Triston of Tally Hill","House Sunglass","female","","ser",NA,"yes","no",0
"Triston Farwynd","House Farwynd","female","ironborn","sealskin point",NA,"yes","no",0
"Triston Sunderland","House Sunderland","male","","three sisters",NA,"yes","no",0
"Tybolt Hetherspoon","House Hetherspoon","male","","ser",NA,"yes","no",0
"Tybolt Crakehall","House Crakehall","male","","ser",NA,"yes","no",0
"Tybolt Lannister","House Lannister","male","westerman","ser",NA,"yes","no",1
"Tyana Wylde","House Wylde","female","","",NA,"no","no",0
"Tyta Frey","House Frey","female","","",36,"no","no",0
"Tyrek Lannister","House Lannister","male","","",13,"no","no",1
"Tysane Frey","House Frey","female","","",13,"no","no",0
"Tytos Brax","House Brax","male","","ser",NA,"yes","no",0
"Tytos Frey","House Frey","male","","ser",38,"yes","no",1
"Tywin Frey","House Frey","male","","ser",18,"yes","no",0
"Ulrick Dayne","House Dayne","male","dornish","ser",NA,"yes","no",0
"Ulwyck Uller","House Uller","male","","ser",NA,"yes","no",0
"Unella","Faith of the Seven","female","","septa",NA,"no","no",0
"Utherydes Wayn","House Wayn","female","","steward",68,"yes","no",0
"Uthor Tollett","House Tollett","female","valemen","grey glen",NA,"yes","no",0
"Vaemond Velaryon","House Velaryon","male","valyrian","ser",NA,"yes","no",1
"Valaena Velaryon","House Velaryon","female","valyrian","dragonstone",NA,"yes","no",0
"Vayon Poole","House Poole","male","","winterfell",NA,"yes","no",1
"Vickon Greyjoy","House Greyjoy","female","","lord reaper of pyke",NA,"yes","no",1
"Viserys Plumm","House Plumm","female","","lord",100,"yes","no",1
"Vylarr","House Lannister","male","","captain of the guard",NA,"yes","no",0
"Vortimer Crane","House Crane","female","","ser",NA,"yes","no",0
"Walda Rivers","House Frey","female","","",11,"no","no",0
"Walder Haigh","House Haigh","female","","",11,"no","no",0
"Walder Brax","House Brax","female","","",12,"no","no",0
"Walder Goodbrook","House Goodbrook","male","","",15,"no","no",0
"Waldon Wynch","House Wynch","male","ironborn","lord of iron holt",NA,"yes","no",0
"Wallace Waynwood","House Waynwood","male","","ser",NA,"yes","no",0
"Walgrave","Maesters","male","","archmaester",NA,"yes","no",0
"Walder Vance","House Vance","male","","",42,"no","no",0
"Walton Stark","House Stark","male","","king in the north",NA,"yes","no",0
"Walton Frey","House Frey","male","","",56,"no","no",0
"Warryn Beesbury","House Beesbury","female","","lord of honeyholt",NA,"yes","no",0
"Waltyr Frey","House Frey","male","","",16,"no","no",0
"Wendel Frey","House Frey","male","","",19,"no","no",0
"Whalen Frey","House Frey","male","","ser",38,"yes","no",0
"Willamen Frey","","male","","maester",33,"yes","no",0
"Willam Wells","House Wells","male","dornish","ser",NA,"yes","no",1
"Willem Darry","House Darry","male","","ser",NA,"yes","yes",1
"Willam Wythers","House Wythers","male","","ser",NA,"yes","no",0
"Willem Lannister","House Lannister","male","","",14,"no","yes",1
"Willem Frey","House Frey","male","","",16,"no","no",0
"Willam Stark","House Stark","male","northmen","winterfell",NA,"yes","no",1
"William Mooton","House Mooton","male","","maidenpool",NA,"yes","no",0
"Wynton Stout","House Stout","male","northmen","ser",86,"yes","no",0
"Wynafrei Whent","House Whent","female","","",NA,"no","no",0
"Ysilla Royce","House Royce","male","valemen","",NA,"no","no",0
"Zachery Frey","House Frey","male","","",18,"no","no",0
"Zhoe Blanetree","House Blanetree","female","","",NA,"no","no",0
"Zia Frey","House Frey","female","","",20,"no","no",0
"Addam Marbrand","House Marbrand","male","","ser",NA,"yes","no",0
"Aegor Rivers","House Bracken","male","","ser",69,"yes","yes",1
"Aenys Frey","House Frey","male","","ser",60,"yes","no",1
"Aerion Targaryen","House Targaryen","male","valyrian","prince",41,"yes","yes",1
"Aemond Targaryen","House Targaryen","male","valyrian","protector of the realm",20,"yes","yes",1
"Amerei Frey","House Frey","female","","lady of darry",23,"yes","no",0
"Androw Ashford","House Ashford","male","reach","ser",NA,"yes","no",0
"Anders Yronwood","House Yronwood","male","","yronwood",NA,"yes","no",0
"Arnolf Karstark","House Karstark","male","northmen","karhold",NA,"yes","no",0
"Axell Florent","House Florent","male","","ser",NA,"yes","yes",0
"Aurane Waters","House Velaryon","male","valyrian","master of ships",28,"yes","no",0
"Ben Plumm","Second Sons","male","","commander of the second sons",NA,"yes","no",0
"Benfred Tallhart","House Tallhart","male","northmen","",18,"no","no",1
"Boros Blount","House Blount","male","","ser",NA,"yes","no",0
"Black Balaq","Golden Company","male","summer islander","",NA,"no","no",0
"Bloodbeard","Company of the Cat","female","","",NA,"no","no",0
"Bronn","House Stokeworth","male","","ser",41,"yes","no",0
"Bryce Caron","House Caron","male","","nightsong",NA,"yes","no",1
"Butterbumps","House Tyrell","male","","",NA,"no","no",0
"Cassana Estermont","House Estermont","male","","",NA,"no","no",1
"Chett","Night's Watch","male","","",NA,"no","no",1
"Clayton Suggs","House Suggs","male","","ser",NA,"yes","no",0
"Chiswyck","House Clegane","female","","",NA,"no","no",1
"Cleon","","male","astapori","king of astapor",NA,"yes","no",1
"Cohollo","Khal","male","dothraki","bloodrider",NA,"no","no",1
"Cortnay Penrose","House Penrose","male","","ser",NA,"yes","no",1
"Cotter Pyke","Night's Watch","male","ironborn","eastwatch-by-the-sea",NA,"yes","no",0
"Cragorn","House Greyjoy","male","","",NA,"no","no",1
"Crawn","Moon Brothers","male","vale mountain clans","",NA,"no","no",0
"Creighton Longbough","","male","","ser",65,"yes","no",0
"Cressen","","male","","maester",80,"yes","no",1
"Daario Naharis","Stormcrows","male","tyroshi","",NA,"no","no",0
"Dagmer","House Greyjoy","male","ironborn","foamdrinker",NA,"yes","no",0
"Dagos Manwoody","House Manwoody","male","","lord of kingsgrave",NA,"yes","no",0
"Danelle Lothston","House Lothston","female","","harrenhal",NA,"yes","no",0
"Dalla","","female","free folk","",NA,"no","no",1
"Doran Martell","House Nymeros Martell","male","dornish","prince of dorne",58,"yes","yes",0
"Ebrose","","male","","archmaester",NA,"yes","no",0
"Eddison Tollett","House Tollett","male","valemen","",NA,"no","no",0
"Edric Dayne","House Dayne","male","dornishmen","lord of starfall",18,"yes","no",0
"Edwyn Frey","House Frey","male","","",46,"no","no",0
"Eldon Estermont","House Estermont","male","stormlands","ser",77,"yes","no",0
"Ellaria Sand","House Uller","female","dornish","",NA,"no","yes",0
"Ethan Glover","House Glover","male","northmen","",NA,"no","no",1
"Emmon Frey","House Frey of Riverrun","male","","riverrun",68,"yes","no",0
"Galbart Glover","House Glover","male","northmen","master of deepwood motte",NA,"yes","no",0
"Gerold Hightower","House Hightower","male","","ser",NA,"yes","no",1
"Ghost of High Heart","","female","","",NA,"no","no",0
"Gerris Drinkwater","House Drinkwater","male","dornish","ser",30,"yes","no",0
"Gilly","","female","free folk","",23,"no","yes",0
"Greydon Goodbrother","House Goodbrother","male","ironborn","",NA,"no","no",0
"Harmen Uller","House Uller","male","","lord of hellholt",NA,"yes","no",0
"Gyles Rosby","House Rosby","male","","master of coin",NA,"yes","no",1
"Harren Hoare","","male","ironborn","",NA,"no","no",1
"Harras Harlaw","House Harlaw of Grey Garden","male","ironborn","ser",NA,"yes","no",0
"Harrold Hardyng","House Hardyng","male","valemen","ser",24,"yes","no",0
"Helaena Targaryen","House Targaryen","female","","queen",21,"yes","no",1
"Hodor","House Stark","male","northmen","",NA,"no","no",0
"Harrion Karstark","House Karstark","male","northmen","karhold",NA,"yes","yes",0
"Iggo","Brave Companions","male","dothraki","",NA,"no","no",1
"Hother Umber","House Umber","male","northmen","castellan",64,"yes","no",0
"Jalabhar Xho","Summer Islands","male","summer islands","red flower vale",NA,"yes","no",0
"Janos Slynt","Night's Watch","male","","lord of harrenhal",22,"yes","no",1
"Jared Frey","House Frey","male","","ser",52,"yes","no",1
"Jasper Wylde","House Wylde","male","","rain house",NA,"yes","no",1
"Jhaqo","","female","dothraki","khalko (formerly)",NA,"yes","no",0
"Jeyne Lothston","House Lothston","female","","",100,"no","no",1
"Jhiqui","House Targaryen","female","dothraki","",21,"no","no",0
"Jon Bulwer","House Bulwer","male","","blackcrown",NA,"yes","no",0
"Jory Cassel","House Cassel","male","northmen","captain of the guard",NA,"yes","yes",1
"Jorah Mormont","House Mormont","male","northmen","ser",51,"yes","yes",0
"Karyl Vance","House Vance of Wayfarer's Rest","male","","ser",NA,"yes","no",0
"Khrazz","House of Loraq","male","ghiscari","",23,"no","no",1
"Kurleket","House Bracken","male","","",NA,"no","no",1
"Lann the Clever","House Lannister","male","","",NA,"no","no",0
"Kyle Condon","House Condon","male","","ser",NA,"yes","no",0
"Lancel Lannister","House Lannister of Casterly Rock","male","","ser",23,"yes","yes",0
"Likely Luke","Brotherhood Without Banners","female","","",NA,"no","no",0
"Lucas Inchfield","House Inchfield","male","","ser",NA,"yes","no",1
"Lollys Stokeworth","House Stokeworth","female","","stokeworth",40,"yes","yes",0
"Lyanna Stark","House Stark","male","northmen","",17,"no","yes",1
"Lyle Crakehall","House Crakehall","male","","ser",NA,"yes","no",0
"Lucas Blackwood","House Blackwood","male","","",NA,"no","no",1
"Lyn Corbray","House Corbray","male","","ser",NA,"yes","no",0
"Lynesse Hightower","House Hightower","male","","",NA,"no","yes",0
"Mace Tyrell","House Tyrell","male","","highgarden",49,"yes","yes",0
"Mag Mar Tun Doh Weg","","male","","",NA,"no","no",1
"Mandon Moore","House Moore","male","valemen","ser",NA,"yes","no",1
"Mago","","female","dothraki","bloodrider",NA,"no","no",0
"Maron Botley","House Botley","male","","",NA,"no","no",0
"Marillion","","male","","",21,"no","no",1
"Marya Seaworth","House Seaworth","female","","lady",NA,"yes","yes",0
"Marwyn","","male","","archmaester",NA,"yes","no",0
"Masha Heddle","","female","","",NA,"no","no",1
"Matthos Seaworth","House Seaworth","male","","",NA,"no","no",1
"Meera Reed","House Reed","female","crannogmen","",22,"no","no",0
"Melara Hetherspoon","House Hetherspoon","female","","",12,"no","no",1
"Melissa Blackwood","House Blackwood","female","","",100,"no","no",1
"Melisandre","R'hllor","female","asshai","",NA,"no","no",0
"Merrit","Brotherhood without banners","female","","",NA,"no","no",0
"Meryn Trant","House Trant","male","","ser",NA,"yes","no",0
"Merrett Frey","House Frey","male","riverlands","",38,"no","no",1
"Mohor","House Bracken","male","","",NA,"no","no",1
"Missandei","House Targaryen","female","naathi","",17,"no","no",0
"Moon Boy","House Baratheon of King's Landing","male","","",NA,"no","no",0
"Monster","","female","free folk","",6,"no","no",0
"Mord","House Arryn","male","","",NA,"no","no",0
"Minisa Whent","House Whent","female","rivermen","riverrun",NA,"yes","no",0
"Mordane","House Stark","female","","septa",NA,"no","no",1
"Murenmure","","male","","maester",NA,"yes","no",0
"Myles","House Martell","male","","maester",NA,"yes","no",0
"Mors Martell","House Martell","female","dornish","sandship",NA,"yes","no",0
"Mya Stone","House Royce of the Gates of the Moon","female","","",26,"no","no",0
"Myrcella Baratheon","House Baratheon of King's Landing","female","","princess",15,"yes","yes",0
"Nestor Royce","House Royce of the Gates of the Moon","male","","keeper of the gates of the moon",NA,"yes","no",0
"Nute","House Greyjoy","male","ironborn","lord of oakenshield",NA,"yes","no",0
"Nymeria Sand","House Martell","female","dornishmen","",31,"no","yes",0
"Nymeria","House Martell","female","rhoynar","princessqueen",NA,"yes","no",0
"Oberyn Martell","House Martell","male","dornishmen","ser",43,"yes","yes",1
"Obella Sand","House Martell","female","dornishmen","",18,"no","yes",0
"Olenna Redwyne","House Redwyne","female","","highgarden",77,"yes","no",0
"Mychel Redfort","House Redfort","male","valemen","ser",NA,"yes","no",0
"Orwyle","","male","","grand maester",NA,"yes","no",0
"Osha","House Stark","male","free folk","",NA,"no","no",0
"Osfryd Kettleblack","House Kettleblack","male","","ser",NA,"yes","no",0
"Osney Kettleblack","House Kettleblack","male","","ser",NA,"yes","no",0
"Orys Baratheon","House Baratheon","male","","storm's end",NA,"yes","yes",1
"Osmund Kettleblack","House Kettleblack","male","","ser",NA,"yes","no",0
"Othell Yarwyck","House Yarwyck","male","","first builder",NA,"yes","no",0
"Oswell Whent","House Whent","male","rivermen","ser",NA,"yes","yes",1
"Otto Hightower","House Hightower","male","","ser",NA,"yes","no",1
"Patchface","House Baratheon of Dragonstone","male","","",NA,"no","no",0
"Paxter Redwyne","House Redwyne","male","","arbor",NA,"yes","no",0
"Pearse Caron","House Caron","male","","nightsong",NA,"yes","no",0
"Petyr Frey","House Frey","male","","",19,"no","no",1
"Pia","House Whent","female","","",NA,"no","no",0
"Podrick Payne","House Payne","male","","",19,"no","no",0
"Preston Greenfield","House Greenfield","male","westermen","ser",NA,"yes","no",1
"Polliver","House Clegane","male","","castellan of harrenhal",NA,"yes","no",1
"Pyat Pree","Undying Ones","female","","warlock",NA,"yes","no",0
"Pylos","","male","","maester",32,"yes","no",0
"Pycelle","House Lannister","male","","grand maester",84,"yes","no",1
"Qhorin Halfhand","Night's Watch","male","","",NA,"no","no",1
"Qotho","","male","dothraki","bloodrider",NA,"no","no",1
"Quentyn Martell","House Martell","male","dornishmen","ser",19,"yes","no",1
"Ralf Stonehouse","House Stonehouse","male","ironborn","red jester",NA,"yes","no",0
"Ramsay Snow","House Bolton of the Dreadfort","male","northmen","lord of the hornwood",23,"yes","yes",0
"Randyll Tarly","House Tarly","male","","horn hill",NA,"yes","no",0
"Raymun Fossoway","House Fossoway of New Barrel","male","","ser",NA,"yes","no",0
"Raymun Darry","House Darry","male","","darry",NA,"yes","no",1
"Ravella Swann","House Swann","female","","acorn hall",NA,"yes","no",0
"Small Paul","Night's Watch","male","","",NA,"no","no",1
"Tristifer Botley","House Botley","male","ironborn","lordsport",NA,"yes","no",0
"Styr","Thenn","male","free folk","magnar of thenn",NA,"yes","no",1
"Rat Cook","Night's Watch","male","","",NA,"no","no",0
"Prendahl na Ghezn","Stormcrows","male","ghiscari","",NA,"no","no",1
"Ulmer","Kingswood Brotherhood","male","","",NA,"no","no",0
"Oznak zo Pahl","House of Pahl","male","meereen","",NA,"no","no",1
"Aegon Blackfyre","House Blackfyre","male","valyrian","",12,"no","yes",1
"Addam Velaryon","House Velaryon","male","valyrian","ser",16,"yes","no",1
"Aegon V Targaryen","","male","","",NA,"no","yes",1
"Aemon Blackfyre","House Blackfyre","male","valyrian","",12,"no","yes",1
"Aeron Greyjoy","House Greyjoy","male","ironmen","golden storm",36,"yes","yes",0
"Alfyn","","male","free folk","",NA,"no","no",1
"Alannys Harlaw","House Greyjoy","female","ironborn","iron islands",NA,"yes","no",0
"Alayaya","Chataya's brothel","female","","",23,"no","no",0
"Alyn","House Stark","male","","",NA,"no","no",1
"Alliser Thorne","House Thorne","male","","ser",NA,"yes","no",0
"Alester Florent","House Florent","male","","brightwater",NA,"yes","no",1
"Alysane Mormont","House Mormont","female","northmen","",32,"no","no",0
"Alerie Hightower","House Hightower","female","","highgarden",48,"yes","no",0
"Anguy","Brotherhood without banners","male","","",NA,"no","no",0
"Andrik","House Drumm","male","ironborn","lord of southshield",NA,"yes","no",0
"Amory Lorch","House Lorch","male","","ser",NA,"yes","no",1
"Archibald Yronwood","House Yronwood","male","","ser",NA,"yes","no",0
"Arlan of Pennytree","","male","","ser",60,"yes","no",1
"Areo Hotah","House Martell","male","norvos","sunspear",48,"yes","no",0
"Arwyn Oakheart","House Oakheart","male","","old oak",NA,"yes","no",0
"Arthur Dayne","House Dayne","male","dornishmen","ser",NA,"yes","no",1
"Arys Oakheart","House Oakheart","male","reach","ser",NA,"yes","no",1
"Ashara Dayne","House Dayne","female","","",NA,"no","no",1
"Aron Santagar","House Santagar","male","dornish","ser",NA,"yes","no",1
"Asha Greyjoy","House Greyjoy","female","ironborn","black wind",30,"yes","no",0
"Azor Ahai","","female","asshai","",NA,"no","no",0
"Bael the Bard","","male","free folk","king-beyond-the-wall",NA,"yes","no",0
"Baelor Blacktyde","House Blacktyde","male","ironborn","blacktyde",NA,"yes","no",1
"Balon Greyjoy","","male","","",NA,"no","yes",1
"Ballabar","House Redwyne","male","","maester",NA,"yes","no",0
"Baelor I Targaryen","","male","","",NA,"no","yes",1
"Balon Swann","House Swann","male","stormlander","ser",NA,"yes","no",0
"Barba Bracken","House Bracken","female","","",100,"no","no",1
"Barristan Selmy","House Selmy","male","westeros","ser",69,"yes","no",0
"Barbrey Dustin","House Ryswell","female","northmen","barrowton",NA,"yes","no",0
"Bellegere Otherys","","female","braavosi","",NA,"no","no",0
"Beardless Dick","Brotherhood Without Banners","female","","",NA,"no","no",0
"Belwas","House Targaryen","male","meereenese","",NA,"no","no",0
"Benjen Stark","House Stark","male","northmen","first ranger",38,"yes","yes",0
"Bethany Bracken","House Bracken","female","","",22,"no","no",1
"Beric Dondarrion","","male","","lord of blackhaven",23,"yes","no",1
"Biter","Brave Companions","male","","",NA,"no","no",1
"Bluetooth","House Greyjoy","male","ironborn","",NA,"no","no",0
"Brandon Norrey","House Norrey","male","northern mountain clans","the norreylord norrey",NA,"yes","no",0
"Bowen Marsh","Night's Watch","male","","lord steward",NA,"yes","no",0
"Bonifer Hasty","House Hasty","male","","ser",NA,"yes","no",0
"Bran the Builder","House Stark","female","first men","king of winter",NA,"yes","no",0
"Brynden Rivers","House Targaryen","male","valyrian","ser",77,"yes","yes",1
"Brynden Tully","House Tully","male","rivermen","ser",63,"yes","yes",0
"Caleotte","House Martell","male","","maester",NA,"yes","no",0
"Cassella Vaith","House Vaith","female","dornishmen","vaith",NA,"yes","no",0
"Cellador","Night's Watch","male","","septon",NA,"no","no",0
"Chella","Black Ears","female","vale mountain clans","",NA,"no","no",0
"Cletus Yronwood","House Yronwood","male","","ser",NA,"yes","no",1
"Colemon","House Arryn","male","","maester",NA,"yes","no",0
"Corlys Velaryon","House Velaryon","male","valyrian","lord of the tides",79,"yes","no",1
"Criston Cole","House Cole","male","stormlands","ser",48,"yes","no",1
"Daemon I Blackfyre","House Blackfyre","male","valyrian","ser",26,"yes","no",1
"Daemon Targaryen","House Targaryen","male","valyrian","commander of the city watch",49,"yes","yes",1
"Danny Flint","House Flint","female","northmen","",NA,"no","no",0
"Daven Lannister","House Lannister","male","westerman","ser",32,"yes","no",0
"Dick Crabb","House Crabb","male","","",NA,"no","no",1
"Donal Noye","House Baratheon","male","","",56,"no","no",1
"Domeric Bolton","House Bolton","male","northmen","",18,"no","no",1
"Davos Seaworth","House Seaworth","male","westeros","ser",45,"yes","yes",0
"Doreah","House Targaryen","female","lysene","",NA,"no","no",1
"Dorea Sand","House Martell","female","dornishmen","",14,"no","yes",0
"Dywen","Night's Watch","male","","",NA,"no","no",0
"Eddard Karstark","House Karstark","male","northmen","",NA,"no","no",1
"Eddard Stark","House Stark","male","northmen","winterfell",36,"yes","yes",1
"Elia Sand","House Martell","female","dornishmen","",20,"no","yes",0
"Edmure Tully","House Tully","male","rivermen","ser",38,"yes","yes",0
"Elia Martell","","female","","princess",27,"yes","yes",1
"Emmon Cuy","House Cuy","male","","ser",NA,"yes","no",1
"Eleyna Westerling","House Westerling","female","","",18,"no","no",0
"Falena Stokeworth","House Stokeworth","male","","harrenhal",100,"yes","no",1
"Falia Flowers","House Hewett","female","","",24,"no","no",0
"Eustace Osgrey","House Osgrey","male","","knight",NA,"yes","no",0
"Farlen","House Stark","male","","",NA,"no","no",1
"Falyse Stokeworth","House Stokeworth","female","","",35,"no","yes",1
"Galazza Galare","Graces","female","ghiscari","green grace",88,"yes","no",0
"Emmond","Drowned men","male","ironborn","",NA,"no","no",0
"Garth Hightower","House Hightower","female","","ser",NA,"yes","no",0
"Gared","Night's Watch","male","","",66,"no","no",1
"Genna Lannister","","female","","lady",60,"yes","no",0
"Garlan Tyrell","House Tyrell of Brightwater Keep","male","","ser",28,"yes","no",0
"Gerion Lannister","House Lannister","male","","",36,"no","no",1
"Gevin Harlaw","House Harlaw","female","ironborn","",NA,"no","no",1
"Gerold Dayne","House Dayne of High Hermitage","male","dorne","ser",35,"yes","no",0
"Godry Farring","House Farring","male","","ser",NA,"yes","no",0
"Gorold Goodbrother","House Goodbrother","male","ironborn","lord of hammerhorn",NA,"yes","no",0
"Grenn","Night's Watch","male","westeros","",24,"no","no",0
"Grey Worm","Unsullied","male","","",NA,"no","no",0
"Greenbeard","Brotherhood without banners","male","tyroshi","",NA,"no","no",0
"Groleo","House Targaryen","female","pentoshi","[1]",NA,"yes","no",1
"Grunt","House Bolton","male","northmen","",NA,"no","no",0
"Gregor Clegane","House Clegane","male","","ser",35,"yes","yes",1
"Gylbert Farwynd","House Farwynd of the Lonely Light","male","ironborn","lonely light",NA,"yes","no",0
"Guyard Morrigen","House Morrigen","male","","ser",21,"yes","no",1
"Hallyne","Alchemists' Guild","male","","lordwisdom",NA,"yes","no",0
"Haggo","","male","dothraki","bloodrider",NA,"no","no",1
"Hazzea","","female","ghiscari","",5,"no","no",1
"Hizdahr zo Loraq","","male","ghiscari","",NA,"no","no",0
"Harma","","female","wildlingss","",NA,"no","no",1
"Harry Strickland","House Strickland","male","","captain-general",NA,"yes","no",0
"Harys Swyft","House Swyft","male","","knight",NA,"yes","yes",0
"Harwin","House Stark","female","northmen","",34,"no","no",0
"Hobb","Night's Watch","male","","",NA,"no","no",0
"High Sparrow","Faith of the Seven","male","","high septon",NA,"yes","no",0
"Hot Pie","","female","","",NA,"no","no",0
"Howland Reed","House Reed","male","crannogmen","greywater watch",45,"yes","no",0
"Holly","","male","free folk","",17,"no","no",1
"Hugh","House Arryn","male","valemen","ser",NA,"yes","no",1
"Hyle Hunt","House Hunt","female","","ser",NA,"yes","no",0
"Hoster Tully","House Tully","male","rivermen","lord paramount of the trident",62,"yes","yes",1
"Humfrey Hewett","House Hewett","male","","oakenshield",NA,"yes","no",0
"Ilyn Payne","House Payne","male","westeros","ser",NA,"yes","no",0
"Illyrio Mopatis","House Targaryen","male","pentoshi","magister",NA,"yes","no",0
"Irri","House Targaryen","female","dothraki","",22,"no","no",0
"Imry Florent","House Florent","male","","ser",NA,"yes","no",1
"Jack-Be-Lucky","Brotherhood without banners","male","","",NA,"no","no",0
"Jacelyn Bywater","House Bywater","male","","ser",NA,"yes","no",1
"Jason Mallister","House Mallister","male","riverlands","seagard",NA,"yes","no",0
"Jeyne Poole","House Poole","female","northmen","",NA,"no","yes",0
"Jon Arryn","House Arryn","male","valemen","eyrie",81,"yes","yes",1
"Jon Fossoway","House Fossoway of New Barrel","male","reach","knight",NA,"yes","no",0
"Jonos Bracken","House Bracken","male","","stone hedge",NA,"yes","no",0
"Justin Massey","House Massey","male","","ser",NA,"yes","no",0
"Kedry","","male","","maester",NA,"yes","no",1
"Joss Stilwood","House Clegane","male","","",NA,"no","no",0
"Kevan Lannister","House Lannister","male","","ser",56,"yes","yes",1
"Lady of the Leaves","","female","","lady of the leaves",NA,"yes","no",0
"Lharys","House Bracken","male","","",NA,"no","no",1
"Leyton Hightower","House Hightower","male","","hightower",NA,"yes","no",0
"Larys Strong","House Strong","male","","lord of harrenhal",100,"yes","no",1
"Lomys","","male","","maester",NA,"yes","no",0
"Lewyn Martell","House Martell","male","dornish","ser",NA,"yes","yes",1
"Lothar Frey","House Frey","male","rivermen","twins",41,"yes","yes",0
"Lothor Brune","House Brune of Brownhollow","male","","ser",NA,"yes","no",0
"Lysa Arryn","House Tully","female","","lady of the vale",34,"yes","yes",1
"Maege Mormont","House Mormont","female","northmen","lady of bear island",66,"yes","yes",0
"Mad Huntsman","Brotherhood without banners","male","","",NA,"no","no",0
"Mance Rayder","","male","free folk","",NA,"no","no",0
"Mark Mullendore","House Mullendore","male","","ser",NA,"yes","no",0
"Mark Ryswell","House Ryswell","female","northmen","ser",NA,"yes","no",1
"Marlon Manderly","House Manderly","male","","ser",NA,"yes","no",0
"Maron Greyjoy","House Greyjoy","male","ironborn","",14,"no","yes",1
"Martyn Cassel","House Cassel","female","northmen","",NA,"no","no",1
"Marq Piper","House Piper","male","rivermen","ser",NA,"yes","no",0
