loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,policy_code,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit
12000,12000,12000,36 months,12.99%,404.27,C,Program Support Specialist,10+ years,MORTGAGE,90000,Not Verified,0,debt_consolidation,217xx,MD,14.69,0,1-Aug,1,,,9,0,163457,96.40%,29,w,0,0,1,INDIVIDUAL,0,0,0,0,0,398192,174157,24400
20000,20000,20000,36 months,17.57%,718.75,D,Accounts payable manager,10+ years,RENT,68000,Source Verified,1,home_improvement,333xx,FL,23.33,0,Nov-89,3,,,16,0,26505,77%,30,w,0,0,1,INDIVIDUAL,0,0,0,0,0,55254,42636,18000
9600,9600,9600,36 months,12.99%,323.42,C,owner/manager,10+ years,MORTGAGE,100000,Verified,0,small_business,853xx,AZ,23.62,0,1-Aug,0,,,15,0,40178,84.40%,35,f,0,0,1,INDIVIDUAL,0,0,0,0,0,390998,78924,31300
9600,9600,9600,36 months,13.98%,328.02,C,Life Enrichment Manager,10+ years,OWN,69000,Source Verified,0,debt_consolidation,088xx,NJ,7.9,0,Mar-83,2,39,34,15,1,8104,39.70%,34,w,0,0,1,INDIVIDUAL,0,0,0,0,0,265400,8104,9500
2825,2825,2825,36 months,14.99%,97.92,C,Library Aide,10+ years,RENT,54000,Not Verified,1,debt_consolidation,331xx,FL,16.96,2,Jan-99,1,7,,9,0,2352,65.30%,25,w,0,0,1,INDIVIDUAL,0,0,0,0,0,32288,28623,2800
10000,10000,10000,36 months,12.99%,336.9,C,warranty manager,10+ years,RENT,52000,Source Verified,0,debt_consolidation,530xx,WI,13.02,0,3-Jan,2,,102,6,1,3812,79.40%,19,f,0,0,1,INDIVIDUAL,0,0,0,0,1,28720,17822,2800
18000,18000,18000,36 months,14.49%,619.49,C,Teacher,10+ years,MORTGAGE,64000,Not Verified,0,credit_card,294xx,SC,21.66,1,Jun-94,2,23,,9,0,61476,93.40%,31,w,0,0,1,INDIVIDUAL,0,0,0,0,0,528839,88046,8700
16000,16000,16000,36 months,10.15%,517.41,B,OWNER/OPERATOR,10+ years,MORTGAGE,110000,Source Verified,0,debt_consolidation,164xx,PA,6.47,0,Dec-99,0,31,71,10,1,19414,28.20%,18,f,0,0,1,INDIVIDUAL,0,0,0,0,1,204350,19414,52300
10400,10400,10400,36 months,10.15%,336.32,B,journyman electrician,10+ years,MORTGAGE,70000,Not Verified,0,debt_consolidation,215xx,MD,13.25,0,Dec-90,0,45,78,14,1,14519,42.70%,24,w,0,0,1,INDIVIDUAL,0,0,0,0,0,135509,37636,28700
3925,3925,3925,36 months,11.67%,129.75,B,Partner,< 1 year,RENT,110000,Source Verified,0,credit_card,112xx,NY,14.34,0,1-May,1,,,12,0,20831,84.70%,19,w,0,0,1,INDIVIDUAL,0,0,0,0,0,74138,51113,21700
2500,2500,2500,36 months,18.99%,91.63,E,,n/a,RENT,32970,Verified,0,other,334xx,FL,7.86,0,1-Feb,0,,85,12,1,1778,9.70%,21,f,0,0,1,INDIVIDUAL,0,0,0,1,0,18300,1778,0
20000,20000,20000,36 months,13.35%,677.26,C,CFO,< 1 year,RENT,145000,Verified,0,debt_consolidation,198xx,DE,21.42,0,Jun-96,2,50,,13,0,12505,59%,46,w,0,0,1,INDIVIDUAL,0,0,0,0,0,128793,115483,13100
11325,11325,11325,36 months,12.99%,381.53,C,REALTOR,7 years,MORTGAGE,82000,Not Verified,1,debt_consolidation,380xx,TN,5.21,0,Apr-89,1,,75,6,1,5659,68.20%,18,w,0,0,1,INDIVIDUAL,0,0,0,1,0,188404,12234,8300
10000,10000,10000,36 months,10.15%,323.38,B,Strength Coach,2 years,MORTGAGE,36000,Not Verified,0,debt_consolidation,796xx,TX,26.37,3,Sep-98,0,9,,7,0,4968,32.30%,13,f,0,0,1,INDIVIDUAL,0,0,0,0,0,52073,30827,8000
5000,5000,5000,36 months,13.35%,169.32,C,Teacher,10+ years,MORTGAGE,75000,Source Verified,0,debt_consolidation,982xx,WA,13.7,2,Nov-93,4,19,,7,0,5382,32%,22,w,0,0,1,INDIVIDUAL,0,0,0,0,0,310124,35266,10000
4975,4975,4975,36 months,17.57%,178.79,D,,n/a,OWN,12500,Verified,1,debt_consolidation,850xx,AZ,19.31,0,10-Dec,0,,,8,0,3017,40.80%,8,f,0,0,1,INDIVIDUAL,0,0,0,0,0,28770,24387,5500
6100,6100,6050,36 months,13.98%,208.43,C,,n/a,MORTGAGE,23920,Source Verified,0,debt_consolidation,355xx,AL,9.18,0,Dec-99,0,,105,7,1,5201,38.20%,11,w,0,0,1,INDIVIDUAL,0,0,0,1,0,13600,5201,2100
13000,13000,13000,36 months,8.39%,409.72,A,Applications Engineer,3 years,RENT,63877,Source Verified,0,credit_card,926xx,CA,24.33,0,4-Aug,1,,,15,0,6667,26.50%,30,w,0,0,1,INDIVIDUAL,0,0,0,0,0,73909,43103,11800
9650,9650,9650,36 months,15.61%,337.42,D,Auto mechanic,10+ years,MORTGAGE,64000,Not Verified,1,debt_consolidation,080xx,NJ,28.43,1,Nov-00,3,20,,13,0,9016,78.40%,23,f,0,0,1,INDIVIDUAL,0,0,0,0,0,309092,63936,8300
19150,19150,19150,36 months,13.98%,654.32,C,Pharmacy Manager,3 years,RENT,142000,Not Verified,0,debt_consolidation,786xx,TX,20.05,0,Aug-00,4,,51,11,1,7821,54.70%,63,f,0,0,1,INDIVIDUAL,0,0,0,1,0,351447,310826,10500
20000,20000,19850,36 months,11.67%,661.14,B,Network Administrator,10+ years,OWN,57000,Source Verified,0,debt_consolidation,334xx,FL,12.75,0,Feb-93,0,51,,5,0,18370,93.20%,15,f,0,0,1,INDIVIDUAL,0,0,0,0,0,33656,22890,19700
17000,17000,17000,36 months,6.03%,517.41,A,Assistant Principal,10+ years,MORTGAGE,81293,Not Verified,0,credit_card,212xx,MD,17.65,0,Sep-00,0,48,,14,0,16852,80.60%,35,f,0,0,1,INDIVIDUAL,0,0,0,0,0,249490,51347,7100
10000,10000,10000,36 months,12.49%,334.49,B,Senior Project Manager,10+ years,MORTGAGE,79100,Not Verified,0,home_improvement,370xx,TN,6.14,0,Oct-96,1,31,,27,0,12404,61.40%,46,f,0,0,1,INDIVIDUAL,0,0,0,0,0,307459,151780,8100
2200,2200,2200,36 months,14.49%,75.72,C,management,10+ years,RENT,33000,Not Verified,0,other,921xx,CA,13.27,0,2-Feb,1,,,3,0,974,39%,9,w,0,0,1,INDIVIDUAL,0,0,0,0,0,18574,15748,1200
8000,8000,8000,36 months,9.17%,255.04,B,,n/a,RENT,53570,Verified,0,debt_consolidation,104xx,NY,13.44,0,Oct-83,1,,110,6,1,7417,41.40%,8,w,0,0,1,INDIVIDUAL,0,0,0,1,0,33313,19843,11400
20000,20000,20000,36 months,8.39%,630.34,A,Executive Assistant,1 year,RENT,95000,Source Verified,0,debt_consolidation,980xx,WA,22.64,0,Sep-00,0,,,18,0,24139,48.10%,32,f,0,0,1,INDIVIDUAL,0,0,0,0,0,461287,64869,41100
2500,2500,2500,36 months,12.99%,84.23,C,RN,10+ years,MORTGAGE,68000,Not Verified,0,debt_consolidation,553xx,MN,10.04,0,Feb-99,0,,79,12,1,7686,82%,43,w,0,0,1,INDIVIDUAL,0,0,0,1,0,143318,16113,7500
15000,15000,15000,36 months,12.99%,505.34,C,technitian,10+ years,MORTGAGE,80000,Not Verified,0,credit_card,210xx,MD,19.45,2,Aug-00,1,20,,6,0,5477,57.70%,29,w,0,0,1,INDIVIDUAL,0,0,0,0,0,195660,13864,5500
10000,10000,10000,36 months,10.99%,327.34,B,Security Guard,5 years,RENT,40000,Not Verified,0,credit_card,891xx,NV,20.64,0,Mar-00,0,,,8,0,25147,79.80%,20,f,0,0,1,INDIVIDUAL,0,0,0,0,0,31500,25147,16000
6000,6000,6000,36 months,18.24%,217.64,D,Accounting Specialist,6 years,MORTGAGE,70000,Source Verified,0,debt_consolidation,305xx,GA,9.53,0,3-Jan,1,36,,9,0,5267,87.80%,12,f,0,0,1,INDIVIDUAL,0,0,0,0,0,98372,14552,2200
28000,28000,28000,36 months,12.99%,943.3,C,Market Manager,2 years,RENT,99000,Source Verified,0,debt_consolidation,189xx,PA,14.58,2,1-Feb,0,18,,11,0,32801,67.90%,27,f,0,0,1,INDIVIDUAL,0,0,0,0,0,48300,32801,23700
9000,9000,9000,36 months,16.99%,320.83,D,CNA,2 years,RENT,30000,Not Verified,1,credit_card,604xx,IL,26.48,0,10-Sep,0,,,10,0,8547,76.30%,15,f,0,0,1,INDIVIDUAL,0,0,0,0,0,32293,20899,6500
5000,5000,5000,36 months,10.15%,161.69,B,Reservations,3 years,RENT,30000,Source Verified,0,credit_card,850xx,AZ,9.2,0,1-Jul,0,,,6,0,7725,94.20%,22,f,0,0,1,INDIVIDUAL,0,0,0,0,0,14426,11910,8200
13500,13500,13500,36 months,16.29%,476.56,D,,n/a,RENT,58000,Source Verified,1,debt_consolidation,119xx,NY,11.34,0,Nov-89,4,,,18,0,12560,25.40%,35,f,0,0,1,INDIVIDUAL,0,0,0,0,0,49400,12560,24400
10000,10000,10000,36 months,12.49%,334.49,B,Clinical Assistant,6 years,MORTGAGE,42000,Not Verified,0,home_improvement,117xx,NY,12.51,0,Feb-00,0,,,10,0,11996,76.40%,19,f,0,0,1,INDIVIDUAL,0,0,0,0,0,15700,11996,6500
10000,10000,10000,36 months,13.35%,338.63,C,Milker,4 years,RENT,30000,Not Verified,0,debt_consolidation,936xx,CA,6.24,0,5-Aug,0,,,7,0,6671,43.30%,9,w,0,0,1,INDIVIDUAL,0,0,0,0,0,15400,6671,7000
3875,3875,3875,36 months,14.49%,133.37,C,,n/a,MORTGAGE,27334.56,Verified,0,debt_consolidation,891xx,NV,7.77,0,Nov-84,1,,36,5,1,3609,37%,25,f,0,0,1,INDIVIDUAL,0,0,0,1,0,9770,3609,8100
35000,35000,34950,36 months,10.15%,1131.82,B,Human Resource Director,< 1 year,MORTGAGE,110000,Source Verified,0,credit_card,606xx,IL,16.99,0,Oct-91,0,,,6,0,59268,74.60%,19,w,0,0,1,INDIVIDUAL,0,0,0,0,0,79400,59268,79400
12800,12800,12800,36 months,17.57%,460,D,SOLID WASTE COLLECTOR,9 years,OWN,52000,Not Verified,0,debt_consolidation,087xx,NJ,31.85,0,Jul-89,0,69,73,12,1,25456,76.40%,29,f,0,0,1,INDIVIDUAL,0,0,0,0,1,263187,58289,18600
9600,9600,9600,36 months,13.35%,325.09,C,MARKETING DIRECTOR,1 year,RENT,75000,Not Verified,0,debt_consolidation,906xx,CA,23.76,0,Oct-00,3,38,,9,0,11293,87.50%,19,w,0,0,1,INDIVIDUAL,0,0,0,0,0,65430,52826,9600
12000,12000,12000,36 months,16.29%,423.61,D,Manager,6 years,MORTGAGE,30000,Source Verified,0,debt_consolidation,853xx,AZ,18.32,0,5-Apr,0,,,12,0,14318,73.40%,17,f,0,0,1,INDIVIDUAL,0,0,0,0,0,19500,14318,11400
5000,5000,5000,36 months,16.29%,176.51,D,Tool & Process Engineer,1 year,OWN,97000,Not Verified,0,other,480xx,MI,17.13,0,Jul-93,5,,,11,0,33802,90.60%,31,w,0,0,1,INDIVIDUAL,0,0,0,0,0,195448,51284,30400
12000,12000,12000,36 months,7.69%,374.33,A,Forensic Accounting Staff,5 years,OWN,98000,Source Verified,0,debt_consolidation,915xx,CA,0.58,0,3-Mar,0,68,,5,0,2301,10%,17,w,0,0,1,INDIVIDUAL,0,0,0,0,0,707465,2301,22900
8000,8000,8000,36 months,12.49%,267.6,B,personal banker,8 years,MORTGAGE,45000,Not Verified,0,credit_card,300xx,GA,26.88,2,Dec-99,0,9,34,11,1,3813,38.10%,26,f,0,0,1,INDIVIDUAL,0,0,0,0,0,215584,62877,5800
30000,30000,30000,36 months,13.35%,1015.89,C,Laboratory Manager,< 1 year,MORTGAGE,128000,Source Verified,0,home_improvement,073xx,NJ,12.06,0,1-Dec,2,,,12,0,23098,47.10%,29,w,0,0,1,INDIVIDUAL,0,0,0,0,0,437552,42502,29900
34000,34000,34000,36 months,7.69%,1060.59,A,teacher,10+ years,MORTGAGE,77360,Source Verified,0,debt_consolidation,281xx,NC,11,0,Aug-96,0,,,10,0,31149,46.80%,29,w,0,0,1,INDIVIDUAL,0,0,0,0,0,66600,31149,66600
13000,13000,13000,36 months,10.99%,425.55,B,Financial Analyst,10+ years,MORTGAGE,115000,Not Verified,0,debt_consolidation,030xx,NH,15.27,0,Dec-98,0,,,5,0,44279,79.10%,11,f,0,0,1,INDIVIDUAL,0,0,0,0,0,353460,58116,56000
5950,5950,5950,36 months,16.29%,210.04,D,manager,5 years,MORTGAGE,15000,Source Verified,0,debt_consolidation,349xx,FL,34.44,3,5-Jun,0,19,,12,0,10707,30.30%,26,f,0,0,1,INDIVIDUAL,0,0,0,0,0,35300,10707,31600
18000,18000,18000,36 months,7.12%,556.78,A,Consumer Finance Senior Analyst,4 years,RENT,87000,Not Verified,0,debt_consolidation,606xx,IL,30.72,0,Sep-97,0,29,,21,0,32380,37.40%,41,w,0,0,1,INDIVIDUAL,0,0,0,0,0,193845,102863,74000
2975,2975,2975,36 months,18.99%,109.04,E,Cashier,< 1 year,RENT,10000,Not Verified,1,debt_consolidation,921xx,CA,20.53,0,8-Jul,0,,,7,0,3390,69.20%,12,w,0,0,1,INDIVIDUAL,0,0,0,0,0,18949,17429,2800
24000,24000,24000,36 months,7.69%,748.65,A,Program Manager,6 years,MORTGAGE,120000,Source Verified,0,debt_consolidation,207xx,MD,17.45,1,Apr-98,0,15,,22,0,21218,63.30%,50,w,0,0,1,INDIVIDUAL,0,0,0,0,0,611348,159492,14600
13000,13000,13000,36 months,7.12%,402.12,A,Musician (Band Leader),10+ years,MORTGAGE,84000,Source Verified,0,car,299xx,SC,2.03,0,Aug-80,0,,,6,0,5629,8.20%,15,f,0,0,1,INDIVIDUAL,0,0,0,0,0,268500,5629,63500
11950,11950,11950,36 months,12.99%,402.59,C,Loan Officer,< 1 year,MORTGAGE,33000,Source Verified,0,debt_consolidation,322xx,FL,11.75,0,May-99,0,,,11,0,16457,35.70%,21,w,0,0,1,INDIVIDUAL,0,0,0,0,0,219850,16457,43100
16000,16000,16000,36 months,10.99%,523.75,B,Respiratory Therapist,8 years,RENT,50000,Not Verified,0,debt_consolidation,608xx,IL,15.84,2,6-Apr,0,10,,9,0,15191,76.70%,15,w,0,0,1,INDIVIDUAL,0,0,0,0,0,29895,15826,8400
15000,15000,15000,36 months,12.99%,505.34,C,Teacher,10+ years,MORTGAGE,42000,Not Verified,0,debt_consolidation,385xx,TN,18.31,0,Jul-00,1,57,,13,0,15170,76.60%,27,w,0,0,1,INDIVIDUAL,0,0,0,0,0,231527,23737,10900
10800,10800,10800,36 months,10.99%,353.53,B,Laborer,< 1 year,MORTGAGE,40000,Not Verified,0,debt_consolidation,645xx,MO,6.87,0,5-Jan,0,,,7,0,4963,85.60%,20,w,0,0,1,INDIVIDUAL,0,0,0,0,0,28280,37902,4200
15000,15000,15000,36 months,13.35%,507.95,C,Registered Nurse,3 years,MORTGAGE,72000,Source Verified,0,debt_consolidation,231xx,VA,17.8,1,Jul-98,0,22,,9,0,19741,81.20%,28,f,0,0,1,INDIVIDUAL,0,0,0,0,0,338458,32941,16200
10500,10500,10500,36 months,10.99%,343.71,B,Manager,3 years,MORTGAGE,100000,Source Verified,0,debt_consolidation,554xx,MN,8.48,0,Sep-98,1,52,50,10,1,5500,11.40%,16,w,0,0,1,INDIVIDUAL,0,0,0,1,0,263881,21748,44900
7700,7700,7700,36 months,10.99%,252.06,B,Admin,6 years,MORTGAGE,38000,Source Verified,0,credit_card,489xx,MI,17.06,0,1-Jun,1,,55,9,1,5108,78.60%,22,w,0,0,1,INDIVIDUAL,0,0,0,1,0,79703,5199,3000
9525,9525,9525,36 months,15.61%,333.04,D,secretary,9 years,OWN,32000,Source Verified,0,debt_consolidation,354xx,AL,31.4,0,Jul-97,0,47,,11,0,2530,36.70%,24,f,0,0,1,INDIVIDUAL,0,0,0,0,0,33019,17866,1800
35000,35000,35000,36 months,12.99%,1179.12,C,Sr. Accountant,10+ years,MORTGAGE,120000,Source Verified,0,credit_card,371xx,TN,21,0,Apr-88,0,34,,10,0,17397,78.70%,29,f,0,0,1,INDIVIDUAL,0,0,0,0,0,263002,62893,7800
9500,9500,9500,36 months,10.15%,307.21,B,tech,< 1 year,RENT,27598,Not Verified,0,debt_consolidation,913xx,CA,9.44,0,5-Jul,0,,,4,0,9403,68.60%,14,w,0,0,1,INDIVIDUAL,0,0,0,0,0,13700,9403,12100
28000,28000,28000,36 months,8.39%,882.47,A,Teacher,10+ years,MORTGAGE,83000,Source Verified,0,credit_card,010xx,MA,22.67,1,Aug-95,0,17,,17,0,40014,62.60%,32,w,0,0,1,INDIVIDUAL,0,0,0,0,0,379760,76209,46700
6000,6000,6000,36 months,12.49%,200.7,B,machinist,3 years,MORTGAGE,58000,Not Verified,1,debt_consolidation,117xx,NY,11.55,1,Jun-00,1,19,,5,0,4712,52.90%,9,w,0,0,1,INDIVIDUAL,0,0,0,0,0,28262,5469,5700
18350,18350,18350,36 months,16.29%,647.77,D,Paralegal,< 1 year,RENT,56000,Verified,0,medical,911xx,CA,26.08,0,Jan-99,0,,,20,0,7929,21.80%,35,f,0,0,1,INDIVIDUAL,0,0,0,0,0,88078,38714,28600
2000,2000,2000,36 months,23.43%,77.87,F,LEGAL INSTRUMENT EXAMINER,4 years,MORTGAGE,51000,Verified,0,home_improvement,263xx,WV,22.42,0,Feb-99,2,70,,13,0,18615,73%,48,f,0,0,1,INDIVIDUAL,0,0,0,0,0,69245,59186,9100
10000,10000,10000,36 months,10.15%,323.38,B,Sales Representative,3 years,RENT,80000,Not Verified,0,debt_consolidation,902xx,CA,4.39,0,8-Mar,0,,,7,0,3046,39.10%,9,w,0,0,1,INDIVIDUAL,0,0,0,0,0,14168,6787,7000
11950,11950,11950,36 months,13.35%,404.67,C,Universal Home Technician,7 years,MORTGAGE,50500,Not Verified,1,debt_consolidation,852xx,AZ,33.44,0,4-Nov,1,,,9,0,7250,55.30%,23,w,0,0,1,INDIVIDUAL,0,0,0,0,0,209056,51652,6600
8850,8850,8800,36 months,18.99%,324.37,E,,n/a,RENT,29592,Verified,0,debt_consolidation,023xx,MA,13.58,0,Dec-85,0,28,58,12,1,8588,68.70%,28,f,0,0,1,INDIVIDUAL,0,0,0,1,0,12500,8588,4800
11000,11000,11000,36 months,14.49%,378.58,C,Operations Manager,10+ years,RENT,50000,Source Verified,0,credit_card,967xx,HI,6.89,0,Sep-93,5,43,,8,0,11386,61.20%,17,f,0,0,1,INDIVIDUAL,0,0,0,0,0,211200,11386,16600
17075,17075,17075,36 months,11.67%,564.45,B,Director of Major Gifts,3 years,RENT,108000,Not Verified,0,credit_card,222xx,VA,5.49,0,Jan-92,0,,,12,0,17133,47.70%,20,f,0,0,1,INDIVIDUAL,0,0,0,0,0,140668,87988,31800
24000,24000,23900,36 months,6.03%,730.46,A,Senior Consultant,7 years,MORTGAGE,95000,Verified,1,debt_consolidation,222xx,VA,20.55,0,4-Oct,0,,,10,0,14027,30.50%,13,f,0,0,1,INDIVIDUAL,0,0,0,0,0,375352,55808,41000
10000,10000,10000,36 months,9.17%,318.79,B,Interpreter,2 years,RENT,43000,Not Verified,0,debt_consolidation,338xx,FL,13.02,0,3-Sep,0,24,,14,0,10021,30.90%,29,w,0,0,1,INDIVIDUAL,0,0,0,0,0,36400,13597,19300
20000,20000,20000,36 months,11.67%,661.14,B,Service manager,6 years,MORTGAGE,83000,Verified,0,debt_consolidation,229xx,VA,31.43,0,1-Nov,1,,,10,0,16199,53.10%,30,w,0,0,1,INDIVIDUAL,0,0,0,0,0,394706,80586,4800
9175,9175,9175,36 months,14.99%,318.01,C,Customer Service Representative,4 years,RENT,22000,Not Verified,0,debt_consolidation,112xx,NY,14.24,0,10-Oct,0,,,8,0,8938,55.90%,8,w,0,0,1,INDIVIDUAL,0,0,0,0,0,16000,8938,14800
35000,35000,35000,36 months,12.49%,1170.71,B,Consultant/CFO,2 years,MORTGAGE,200000,Verified,0,debt_consolidation,201xx,VA,11.86,3,Jul-94,0,1,,17,0,20275,37.50%,57,f,0,0,1,INDIVIDUAL,1,0,0,0,0,740036,73765,44900
20000,20000,20000,36 months,13.98%,683.36,C,Owner,10+ years,MORTGAGE,110000,Verified,1,debt_consolidation,032xx,NH,31.07,2,Jun-90,1,4,,11,0,7479,52.30%,29,f,0,0,1,INDIVIDUAL,0,0,0,0,0,368498,96606,10000
13250,13250,13250,36 months,16.29%,467.73,D,Patient Care Associate,8 years,RENT,37000,Not Verified,0,debt_consolidation,112xx,NY,16.7,0,Nov-00,1,24,,15,0,10188,39.20%,28,w,0,0,1,INDIVIDUAL,0,0,0,0,0,32166,14977,16900
28450,28450,28450,36 months,7.69%,887.46,A,"AVP, Associate Counsel",5 years,MORTGAGE,140000,Verified,0,debt_consolidation,021xx,MA,19.89,0,Sep-97,0,,,19,0,10603,14.50%,43,w,0,0,1,INDIVIDUAL,0,0,0,0,0,555375,170349,68200
15000,15000,15000,36 months,7.69%,467.91,A,director if maintenance,7 years,RENT,60000,Not Verified,0,debt_consolidation,895xx,NV,20.3,1,Nov-79,1,10,,16,0,17565,29.40%,51,w,0,0,1,INDIVIDUAL,0,0,0,0,0,87566,40284,34900
1400,1400,1400,36 months,13.35%,47.41,C,Financial Analyst,8 years,MORTGAGE,78000,Source Verified,0,credit_card,940xx,CA,24.89,0,Sep-00,1,45,,10,0,4036,98.40%,43,w,0,0,1,INDIVIDUAL,0,0,0,0,0,509652,46814,4000
10000,10000,10000,36 months,10.99%,327.34,B,General Manager,2 years,MORTGAGE,92250,Source Verified,0,credit_card,775xx,TX,18.04,1,3-Feb,3,2,,9,0,11828,62.60%,20,w,0,0,1,INDIVIDUAL,1,0,3166,0,0,177511,75454,14000
33425,33425,33425,36 months,11.67%,1104.93,B,military,10+ years,MORTGAGE,125000,Verified,0,debt_consolidation,226xx,VA,23.8,0,Oct-89,1,,,15,0,33917,58.20%,45,f,0,0,1,INDIVIDUAL,0,0,0,0,0,520920,66556,45900
10000,10000,10000,36 months,12.99%,336.9,C,Ultrasound technologist,10+ years,MORTGAGE,73000,Not Verified,0,debt_consolidation,190xx,PA,29.02,0,Aug-99,2,,,24,0,21106,46.20%,48,w,0,0,1,INDIVIDUAL,0,0,0,0,0,245199,43440,26600
15000,15000,15000,36 months,15.61%,524.48,D,Registered Nurse,10+ years,RENT,120000,Not Verified,0,credit_card,917xx,CA,22.6,2,Dec-00,0,17,,25,0,37613,72.80%,63,f,0,0,1,INDIVIDUAL,0,0,0,0,0,143506,103874,20200
15000,15000,15000,36 months,10.15%,485.07,B,metal,< 1 year,RENT,60000,Not Verified,0,credit_card,465xx,IN,5.74,0,5-Feb,1,,,6,0,7129,51.30%,9,w,0,0,1,INDIVIDUAL,0,0,0,0,0,13900,7129,5700
12800,12800,12800,36 months,13.35%,433.45,C,Office Manager,10+ years,RENT,54000,Not Verified,1,debt_consolidation,104xx,NY,21.44,0,Aug-98,0,66,,11,0,22832,44.20%,21,f,0,0,1,INDIVIDUAL,0,0,0,0,0,66700,35440,47500
30800,30800,30800,36 months,10.99%,1008.21,B,Software engineer,3 years,RENT,110000,Source Verified,0,debt_consolidation,940xx,CA,11.61,0,9-Feb,0,,,6,0,8573,58.30%,7,w,0,0,1,INDIVIDUAL,0,0,0,0,0,50788,32768,14700
9800,9800,9800,36 months,9.17%,312.42,B,Benefit Eligibility Social Wkr,10+ years,MORTGAGE,60000,Not Verified,0,credit_card,015xx,MA,15.2,0,Apr-94,0,,,14,0,10140,45.30%,22,f,0,0,1,INDIVIDUAL,0,0,0,0,0,53873,24707,10200
6150,6150,6150,36 months,14.99%,213.17,C,Behavior Detection Officer,10+ years,MORTGAGE,64000,Not Verified,0,home_improvement,601xx,IL,23.91,1,Aug-94,1,15,,13,0,20526,62%,27,f,0,0,1,INDIVIDUAL,0,0,0,0,0,374366,28160,24400
31500,31500,31400,36 months,11.67%,1041.3,B,Business Development Manager,2 years,MORTGAGE,118000,Verified,0,credit_card,309xx,GA,27.37,0,Oct-90,1,,,17,0,121594,61.60%,39,f,0,0,1,INDIVIDUAL,0,0,0,0,0,446175,185099,90400
18000,18000,18000,36 months,16.29%,635.41,D,Production techincian,1 year,OWN,60000,Source Verified,1,debt_consolidation,928xx,CA,21.42,0,5-Jan,1,,,9,0,12064,68.20%,23,w,0,0,1,INDIVIDUAL,0,0,0,0,0,55889,41375,13200
27500,27500,27475,36 months,12.49%,919.85,B,Associate Professor,2 years,RENT,134310,Not Verified,0,debt_consolidation,777xx,TX,18.14,0,1-Sep,0,,111,11,1,36522,84.90%,27,f,0,0,1,INDIVIDUAL,0,0,0,1,0,104405,76532,33800
20000,20000,20000,36 months,12.49%,668.98,B,Paralegal,3 years,RENT,83000,Source Verified,0,debt_consolidation,911xx,CA,21.04,1,1-Jul,1,8,,8,0,19390,75.20%,20,w,0,0,1,INDIVIDUAL,0,0,0,0,0,67800,36421,20900
24925,24925,24925,36 months,7.69%,777.5,A,INVESTMENT ANALYST,10+ years,MORTGAGE,90000,Verified,0,home_improvement,114xx,NY,23.36,0,5-Jul,1,,,19,0,30733,62.10%,31,w,0,0,1,INDIVIDUAL,0,0,0,0,0,531100,100768,34400
5050,5050,5050,36 months,14.49%,173.81,C,Asstant Manager,10+ years,RENT,38000,Verified,0,debt_consolidation,640xx,MO,26.25,0,11-Feb,1,,55,5,1,693,14%,6,w,0,0,1,INDIVIDUAL,0,0,0,1,0,41322,28401,2750
9600,9600,9600,36 months,13.98%,328.02,C,,n/a,MORTGAGE,32000,Verified,1,debt_consolidation,647xx,MO,25.06,0,Jun-93,2,,,13,0,18890,67.50%,25,w,0,0,1,INDIVIDUAL,0,0,0,0,0,108000,18890,21700
4000,4000,4000,36 months,13.35%,135.46,C,Production Associate,2 years,RENT,40000,Not Verified,0,debt_consolidation,455xx,OH,18.12,0,7-Dec,1,,,7,0,7690,92.70%,11,f,0,0,1,INDIVIDUAL,0,0,0,0,0,28945,22042,3000
18000,18000,18000,36 months,6.03%,547.84,A,Senior Consultant,4 years,MORTGAGE,95000,Not Verified,0,credit_card,223xx,VA,10.45,0,Dec-89,0,,,6,0,14233,60.10%,12,f,0,0,1,INDIVIDUAL,0,0,0,0,0,473393,32153,14400
4000,4000,4000,36 months,13.35%,135.46,C,,n/a,RENT,62500,Verified,0,home_improvement,705xx,LA,27.15,1,Aug-98,1,15,57,11,2,4731,46.40%,38,w,0,0,1,INDIVIDUAL,0,0,0,0,2,129413,36511,0
14000,14000,13900,36 months,12.49%,468.29,B,Area Manager,2 years,MORTGAGE,350000,Verified,0,credit_card,640xx,MO,12.41,0,May-86,2,,,12,0,95304,90%,24,f,0,0,1,INDIVIDUAL,0,0,0,0,0,655764,115414,54700
20000,20000,20000,36 months,11.67%,661.14,B,President,10+ years,MORTGAGE,120000,Source Verified,0,debt_consolidation,551xx,MN,6.8,1,May-89,1,17,,13,0,15738,34.40%,31,f,0,0,1,INDIVIDUAL,0,0,0,0,0,393964,25773,29000
